indicator	malware
#3264:1498	#4284:1
#3289:838	#4299:0
#3285:2000	#4377:0
#3283:832	#4359:0
#3290:83	#4265:0
#3292:3245	#4356:0
#3294:2245	#4380:0
#3297:3244	#4265:0
#3265:922	#4376:0
#3284:2168	#4370:0
#3282:2165	#4359:1
#3278:2742	#4283:1
#3275:833	#4265:0
#3265:338	#4370:0
#3264:2328	#4300:0
#3264:1088	#4287:0
#3287:1083	#4265:0
#3293:2832	#4273:0
#3274:2168	#4579:0
#3298:2496	#4351:1
#3280:2581	#4486:0
#3283:1420	#4367:0
#3272:1748	#4386:0
#3280:748	#4289:1
#3263:1084	#4361:0
#3264:1251	#4274:1
#3286:1997	#4265:0
#3272:832	#4259:0
#3296:1163	#4314:0
#3279:2332	#4283:0
#3290:2246	#4284:1
#3286:337	#4301:0
#3259:2997	#4292:0
#3274:919	#4265:0
#3287:668	#4363:0
#3282:2659	#4344:1
#3294:2081	#4263:2
#3277:1749	#4264:1
#3279:2	#4283:0
#3265:2498	#4265:0
#3287:914	#4274:1
#3285:2992	#4579:0
#3279:1334	#4305:0
#3263:85	#4359:0
#3287:421	#4258:0
#3273:1419	#4269:0
#3294:999	#4265:0
#3279:3077	#4264:1
#3266:1169	#4545:0
#3268:585	#4579:0
#3295:338	#4264:1
#3296:1669	#4359:1
#3284:1413	#4350:0
#3282:1665	#4264:1
#3285:1168	#4566:0
#3297:1747	#4374:0
#3288:3247	#4395:0
#3293:3075	#4469:1
#3266:2498	#4287:0
#3259:2916	#4279:1
#3296:1745	#4288:1
#3273:1829	#4264:1
#3290:2666	#4273:0
#3288:1337	#4338:0
#3281:2829	#4568:0
#3265:670	#4352:1
#3264:1335	#4284:1
#3270:1753	#4344:0
#3287:1664	#4323:0
#3282:500	#4271:0
#3281:1752	#4259:2
#3282:920	#4495:0
#3296:585	#4279:0
#3279:422	#4265:0
#3265:1082	#4265:0
#3292:1497	#4265:0
#3275:3080	#4276:0
#3293:1087	#4360:1
#3287:919	#4265:0
#3279:2747	#4413:0
#3279:2660	#4274:0
#3286:754	#4284:1
#3263:3077	#4370:0
#3282:2000	#4271:0
#3295:586	#4287:0
#3288:2244	#4297:0
#3264:169	#4283:0
#3263:1005	#4279:1
#3272:1419	#4272:1
#3297:2998	#4398:0
#3270:749	#4383:0
#3272:1085	#4265:0
#3265:171	#4579:0
#3283:1085	#4264:1
#3270:419	#4274:0
#3276:589	#4275:0
#3279:3244	#4314:0
#3275:2744	#4321:0
#3296:256	#4367:0
#3263:5	#4350:0
#3270:2167	#4270:1
#3266:2743	#4272:1
#3298:1667	#4346:1
#3296:2081	#4287:0
#3283:2413	#4301:0
#3298:2997	#4305:0
#3275:337	#4265:0
#3274:1498	#4264:1
#3264:1084	#4586:0
#3290:251	#4367:0
#3287:2830	#4283:1
#3289:1086	#4283:1
#3275:3082	#4367:0
#3265:170	#4579:0
#3290:1746	#4274:0
#3259:837	#4266:0
#3282:1081	#4258:0
#3295:2664	#4287:0
#3262:1587	#4367:0
#3274:4	#4279:1
#3265:1580	#4284:1
#3287:2583	#4269:0
#3291:670	#4350:0
#3292:1419	#4367:0
#3273:1083	#4348:0
#3285:502	#4302:0
#3295:1751	#4341:1
#3294:833	#4545:0
#3267:2582	#4502:0
#3279:918	#4259:0
#3297:2912	#4284:1
#3273:2746	#4279:1
#3285:2583	#4486:0
#3292:1249	#4258:0
#3271:1914	#4265:0
#3284:2579	#4556:0
#3263:2329	#4276:0
#3275:2993	#4361:0
#3281:665	#4270:0
#3260:1500	#4284:1
#3281:1088	#4266:1
#3266:919	#4282:0
#3297:2908	#4424:0
#3293:1247	#4549:0
#3269:2664	#4265:0
#3274:2829	#4271:0
#3291:2915	#4265:0
#3278:252	#4370:0
#3288:3246	#4320:0
#3297:2328	#4284:1
#3262:251	#4367:0
#3275:589	#4540:0
#3272:1668	#4259:2
#3264:834	#4486:0
#3260:837	#4265:1
#3280:2500	#4269:0
#3290:1333	#4274:0
#3268:2164	#4579:0
#3295:837	#4259:2
#3282:2495	#4464:0
#3274:670	#4361:0
#3291:3161	#4265:0
#3277:2828	#4325:0
#3289:1996	#4265:1
#3275:1496	#4579:0
#3288:1831	#4344:1
#3271:833	#4579:0
#3264:1750	#4264:1
#3271:2249	#4279:0
#3267:1247	#4259:2
#3271:3076	#4316:0
#3297:2910	#4269:0
#3263:506	#4265:0
#3264:256	#4259:1
#3288:2500	#4571:0
#3292:499	#4271:0
#3287:2161	#4262:1
#3284:2497	#4269:0
#3281:500	#4370:0
#3277:1500	#4265:0
#3277:1579	#4341:1
#3298:90	#4265:1
#3271:1503	#4259:2
#3270:3160	#4272:1
#3272:2666	#4277:1
#3267:2250	#4267:1
#3291:2663	#4338:1
#3296:1168	#4273:1
#3293:254	#4486:0
#3284:3241	#4264:1
#3261:3163	#4299:0
#3261:3163	#4272:1
#3282:1503	#4311:0
#3277:1830	#4344:1
#3264:2832	#4422:0
#3297:666	#4287:1
#3297:2911	#4264:1
#3264:834	#4370:0
#3263:671	#4269:0
#3276:1254	#4280:1
#3264:1085	#4354:0
#3278:3079	#4284:1
#3292:1420	#4299:0
#3270:2167	#4343:1
#3269:1081	#4297:1
#3283:3	#4370:0
#3262:2085	#4370:0
#3298:2328	#4341:1
#3276:2577	#4467:0
#3265:1168	#4479:0
#3298:2084	#4279:0
#3277:1169	#4265:0
#3273:2167	#4343:1
#3289:585	#4292:0
#3270:2332	#4278:0
#3268:1669	#4287:0
#3296:2250	#4554:0
#3263:2749	#4542:0
#3267:1750	#4265:0
#3287:1252	#4489:0
#3276:587	#4265:0
#3291:336	#4343:0
#3273:835	#4265:0
#3272:2497	#4348:0
#3262:2085	#4265:0
#3287:88	#4265:1
#3285:1418	#4342:0
#3292:1087	#4474:0
#3290:835	#4282:0
#3272:255	#4265:0
#3287:1502	#4540:0
#3260:2497	#4393:0
#3262:921	#4559:0
#3277:2998	#4489:0
#3264:1581	#4263:0
#3267:921	#4279:1
#3269:916	#4263:2
#3260:585	#4292:1
#3288:1745	#4461:1
#3298:1001	#4349:1
#3289:752	#4272:1
#3261:1085	#4264:1
#3288:333	#4393:0
#3287:1915	#4344:1
#3286:753	#4358:1
#3293:1830	#4340:1
#3269:1171	#4282:0
#3282:2417	#4342:0
#3265:422	#4297:1
#3275:3158	#4265:0
#3287:504	#4265:0
#3294:749	#4277:1
#3260:3079	#4282:0
#3278:753	#4258:0
#3260:2165	#4259:0
#3297:2	#4283:1
#3291:1335	#4540:0
#3269:257	#4276:0
#3262:2245	#4398:0
#3267:2993	#4270:0
#3263:3081	#4370:0
#3298:499	#4277:1
#3276:255	#4265:0
#3259:2661	#4540:0
#3283:0	#4279:1
#3271:1005	#4284:1
#3272:1167	#4422:0
#3268:583	#4265:0
#3289:419	#4265:1
#3284:2743	#4265:1
#3289:1918	#4350:0
#3270:2583	#4264:1
#3280:0	#4276:0
#3274:2996	#4288:1
#3298:837	#4356:0
#3274:1915	#4367:0
#3267:3076	#4540:0
#3270:2161	#4384:0
#3278:1171	#4318:0
#3290:2494	#4560:0
#3287:2743	#4284:1
#3295:1503	#4359:1
#3277:1000	#4458:1
#3284:2	#4272:1
#3295:1003	#4284:1
#3296:337	#4579:0
#3280:2332	#4283:0
#3260:422	#4377:0
#3259:1084	#4292:1
#3284:2327	#4466:0
#3271:1	#4325:0
#3262:416	#4271:1
#3282:1170	#4391:0
#3272:2415	#4474:0
#3261:2743	#4284:1
#3282:672	#4367:0
#3297:2417	#4265:0
#3263:84	#4354:0
#3273:3163	#4283:0
#3264:1171	#4275:0
#3268:506	#4265:0
#3259:2080	#4274:0
#3270:1831	#4558:0
#3290:2666	#4276:1
#3275:2577	#4489:0
#3293:89	#4279:1
#3273:1081	#4579:0
#3270:3246	#4265:0
#3278:2578	#4284:1
#3278:1915	#4466:0
#3264:339	#4370:0
#3273:172	#4579:0
#3283:1164	#4282:1
#3276:584	#4459:1
#3284:1752	#4540:0
#3282:253	#4265:0
#3292:1912	#4264:0
#3274:256	#4359:1
#3260:1085	#4383:0
#3291:749	#4466:0
#3295:2829	#4265:1
#3280:88	#4370:0
#3296:1418	#4262:1
#3265:505	#4579:0
#3282:1164	#4347:1
#3279:589	#4264:0
#3287:2744	#4344:1
#3297:6	#4273:0
#3271:749	#4305:0
#3288:250	#4297:1
#3275:2994	#4579:0
#3274:2331	#4259:2
#3288:2827	#4284:1
#3278:1085	#4292:1
#3262:173	#4479:0
#3298:2913	#4265:0
#3260:3246	#4349:1
#3287:1918	#4265:0
#3270:1251	#4270:0
#3276:2251	#4279:0
#3287:1664	#4283:0
#3295:168	#4579:0
#3289:1751	#4289:1
#3281:86	#4458:0
#3294:2995	#4579:0
#3275:918	#4341:0
#3284:1252	#4271:0
#3273:1164	#4399:0
#3292:418	#4579:0
#3291:1829	#4287:0
#3263:3165	#4306:0
#3279:249	#4265:0
#3292:1498	#4265:0
#3276:2914	#4265:0
#3270:3082	#4259:2
#3285:3	#4346:1
#3283:1000	#4579:0
#3275:1005	#4265:0
#3276:2412	#4277:1
#3283:3077	#4545:0
#3293:167	#4259:2
#3285:2330	#4395:0
#3279:1004	#4293:0
#3283:2825	#4370:0
#3262:254	#4284:1
#3282:423	#4358:1
#3268:1502	#4367:0
#3265:1996	#4388:0
#3273:2498	#4270:0
#3272:421	#4259:2
#3277:1836	#4284:1
#3263:669	#4270:0
#3297:585	#4301:0
#3279:1919	#4370:0
#3268:2334	#4413:0
#3279:2664	#4279:1
#3264:2084	#4258:0
#3282:2910	#4299:0
#3297:3240	#4310:0
#3298:2582	#4299:0
#3263:339	#4263:2
#3283:583	#4582:0
#3286:2499	#4340:0
#3264:3079	#4301:0
#3274:506	#4279:1
#3290:2914	#4479:0
#3264:339	#4486:0
#3267:505	#4464:1
#3285:1337	#4341:0
#3286:1333	#4338:0
#3259:833	#4264:1
#3286:2742	#4277:1
#3275:752	#4377:0
#3298:2581	#4370:0
#3274:1579	#4276:1
#3285:1749	#4258:0
#3269:3	#4265:1
#3272:1998	#4310:0
#3291:249	#4370:0
#3259:1912	#4298:0
#3280:253	#4319:0
#3261:3248	#4269:0
#3296:1914	#4358:1
#3277:1919	#4279:0
#3263:2500	#4265:0
#3283:1581	#4479:0
#3276:1830	#4289:1
#3282:2328	#4291:0
#3273:1085	#4354:0
#3264:1913	#4287:0
#3267:2412	#4265:0
#3283:3078	#4341:0
#3279:172	#4348:0
#3268:1084	#4264:1
#3261:250	#4265:0
#3292:421	#4483:0
#3267:3076	#4265:1
#3278:1249	#4259:0
#3285:667	#4465:1
#3276:1831	#4279:1
#3266:1832	#4282:0
#3285:338	#4287:0
#3266:2833	#4279:1
#3270:916	#4269:0
#3263:421	#4344:1
#3270:1254	#4338:0
#3265:3081	#4274:1
#3290:2334	#4348:0
#3291:3080	#4287:0
#3265:420	#4265:0
#3266:1335	#4305:0
#3297:1165	#4347:1
#3266:3080	#4350:0
#3267:333	#4422:0
#3259:2330	#4284:1
#3295:2246	#4264:1
#3269:1913	#4323:0
#3295:918	#4383:0
#3267:83	#4479:0
#3261:2578	#4265:0
#3269:2744	#4264:1
#3271:2249	#4462:0
#3281:1249	#4265:0
#3294:1250	#4283:1
#3261:1748	#4284:1
#3270:2415	#4349:1
#3295:2414	#4258:0
#3290:166	#4361:0
#3285:2000	#4289:1
#3283:588	#4348:0
#3277:1085	#4269:0
#3290:1996	#4261:2
#3289:2245	#4259:2
#3270:582	#4265:0
#3294:1331	#4370:0
#3291:2831	#4289:1
#3292:2909	#4474:0
#3289:2909	#4367:0
#3297:1667	#4258:0
#3288:2995	#4265:0
#3264:1081	#4283:1
#3281:167	#4540:0
#3284:421	#4339:1
#3281:3078	#4271:0
#3271:2663	#4265:1
#3287:1337	#4272:1
#3263:1085	#4272:1
#3292:2166	#4264:1
#3268:2245	#4264:1
#3290:1751	#4458:1
#3291:2831	#4377:0
#3288:2082	#4269:0
#3283:1583	#4259:2
#3275:4	#4265:0
#3264:1005	#4265:0
#3277:1254	#4344:1
#3285:1914	#4265:0
#3260:2666	#4263:2
#3283:832	#4274:0
#3291:1829	#4341:1
#3295:1499	#4279:1
#3265:1832	#4263:0
#3296:0	#4350:0
#3290:2331	#4294:0
#3271:417	#4265:0
#3286:1746	#4489:0
#3267:1584	#4344:1
#3284:2414	#4358:1
#3273:1247	#4284:1
#3261:754	#4341:1
#3279:1248	#4326:0
#3277:1833	#4282:0
#3290:582	#4286:0
#3275:1496	#4370:0
#3278:1502	#4284:1
#3265:2079	#4283:1
#3293:2251	#4284:1
#3297:1414	#4273:0
#3267:2998	#4383:0
#3260:1252	#4265:0
#3264:1665	#4271:0
#3291:1252	#4344:1
#3297:2831	#4283:1
#3293:3161	#4566:0
#3278:2660	#4353:1
#3266:3159	#4259:0
#3296:249	#4283:0
#3297:1995	#4474:0
#3295:1167	#4284:1
#3298:1087	#4283:1
#3276:2997	#4469:1
#3260:1664	#4265:0
#3289:670	#4543:0
#3291:755	#4491:0
#3297:2498	#4270:0
#3274:665	#4475:0
#3286:170	#4370:0
#3285:503	#4265:0
#3267:3160	#4341:1
#3298:3162	#4275:0
#3298:2494	#4356:0
#3262:3241	#4288:1
#3277:2743	#4265:0
#3289:2915	#4271:0
#3272:670	#4491:0
#3290:3161	#4398:0
#3292:1750	#4579:0
#3285:915	#4426:0
#3272:2828	#4320:0
#3284:918	#4374:0
#3271:86	#4370:0
#3277:1247	#4344:1
#3297:1584	#4269:0
#3263:2582	#4270:0
#3295:337	#4458:0
#3263:2499	#4264:1
#3269:2249	#4479:0
#3275:3162	#4474:0
#3271:2578	#4301:0
#3268:582	#4265:0
#3284:1752	#4265:1
#3291:2247	#4277:1
#3263:919	#4268:0
#3280:89	#4265:0
#3274:336	#4264:1
#3282:419	#4264:1
#3267:2664	#4284:1
#3283:1334	#4265:0
#3260:2000	#4310:0
#3295:1413	#4265:0
#3283:2995	#4299:0
#3266:1170	#4264:0
#3278:920	#4265:0
#3268:333	#4282:0
#3271:3165	#4264:1
#3292:1995	#4287:0
#3268:1333	#4265:0
#3296:999	#4458:1
#3290:2995	#4366:0
#3287:2576	#4269:0
#3270:2664	#4284:1
#3277:3162	#4264:1
#3276:2997	#4350:0
#3274:1996	#4479:0
#3272:921	#4284:1
#3268:1087	#4270:0
#3285:999	#4264:1
#3285:2746	#4265:0
#3283:2334	#4469:1
#3276:1417	#4486:0
#3293:1333	#4579:0
#3274:1999	#4279:1
#3277:2334	#4344:1
#3293:1496	#4358:1
#3259:84	#4265:0
#3291:2412	#4386:0
#3282:3075	#4265:0
#3278:3241	#4374:0
#3279:1	#4284:1
#3289:2747	#4342:0
#3286:7	#4264:1
#3262:2499	#4463:0
#3273:2330	#4406:0
#3289:1165	#4279:1
#3269:1499	#4344:1
#3260:1169	#4459:1
#3292:1084	#4279:1
#3264:502	#4348:0
#3269:586	#4488:0
#3270:3242	#4545:0
#3278:90	#4362:0
#3267:169	#4341:0
#3285:754	#4467:0
#3281:1169	#4339:1
#3292:1667	#4265:0
#3265:1665	#4279:1
#3296:87	#4339:1
#3261:1004	#4274:0
#3277:2497	#4258:0
#3273:172	#4265:0
#3288:1667	#4271:0
#3270:1753	#4561:0
#3270:2916	#4356:0
#3265:2666	#4370:0
#3263:2911	#4540:0
#3260:1083	#4273:0
#3260:2828	#4279:1
#3269:83	#4292:1
#3265:588	#4287:0
#3268:1001	#4284:1
#3296:2746	#4259:0
#3286:2244	#4272:1
#3264:2829	#4265:0
#3263:1829	#4579:0
#3290:2247	#4344:1
#3268:1004	#4287:0
#3262:504	#4344:1
#3274:1995	#4288:1
#3263:2664	#4372:0
#3275:833	#4579:0
#3278:2995	#4486:0
#3265:1500	#4265:0
#3291:3242	#4571:0
#3298:3076	#4339:1
#3285:2496	#4264:0
#3275:2744	#4289:1
#3298:3158	#4265:0
#3298:170	#4265:0
#3275:2665	#4262:0
#3286:2663	#4282:0
#3289:838	#4354:0
#3294:2333	#4385:0
#3289:1251	#4579:0
#3296:1496	#4287:1
#3272:257	#4265:0
#3288:1337	#4298:0
#3267:1334	#4270:0
#3283:916	#4323:0
#3268:4	#4279:0
#3282:1999	#4266:1
#3281:1252	#4265:0
#3262:832	#4259:2
#3272:2493	#4354:0
#3284:2579	#4275:0
#3276:1995	#4279:1
#3290:586	#4341:1
#3266:1247	#4467:0
#3262:1249	#4478:0
#3293:2079	#4284:1
#3273:3242	#4273:0
#3285:1999	#4491:0
#3291:750	#4274:0
#3265:917	#4458:0
#3267:2746	#4279:1
#3269:3081	#4283:1
#3295:1502	#4475:0
#3260:2912	#4265:0
#3295:1169	#4341:1
#3283:1419	#4376:0
#3263:1086	#4265:0
#3289:1001	#4275:0
#3290:1915	#4269:0
#3266:3245	#4361:0
#3290:2992	#4344:1
#3269:2084	#4287:0
#3293:3161	#4270:0
#3280:748	#4377:0
#3265:1912	#4350:0
#3286:1502	#4282:0
#3298:2248	#4474:0
#3265:587	#4370:0
#3289:2080	#4276:0
#3261:3161	#4264:1
#3286:251	#4341:1
#3283:2913	#4265:0
#3260:673	#4343:1
#3295:2414	#4378:0
#3275:84	#4274:0
#3277:1996	#4299:0
#3270:1499	#4264:1
#3272:2082	#4275:0
#3268:668	#4371:0
#3286:2082	#4295:1
#3295:2665	#4265:0
#3282:1336	#4341:0
#3265:2501	#4262:1
#3291:1751	#4560:0
#3276:2748	#4282:0
#3278:2078	#4259:2
#3289:3163	#4370:0
#3294:3159	#4579:0
#3284:166	#4486:0
#3290:0	#4265:0
#3269:2665	#4295:1
#3286:2163	#4265:0
#3284:584	#4344:1
#3297:917	#4265:0
#3268:255	#4277:1
#3293:1911	#4294:1
#3296:2666	#4367:0
#3275:1669	#4357:0
#3292:2742	#4479:0
#3284:2497	#4422:0
#3282:333	#4374:0
#3266:584	#4284:1
#3278:1247	#4265:0
#3286:1248	#4320:0
#3278:1498	#4258:0
#3296:171	#4264:0
#3283:2498	#4265:0
#3284:423	#4278:1
#3260:3162	#4264:1
#3288:502	#4341:0
#3285:3245	#4269:0
#3277:752	#4275:0
#3287:1829	#4287:0
#3264:3245	#4378:0
#3287:339	#4259:0
#3276:1747	#4284:1
#3282:2745	#4268:0
#3296:416	#4310:0
#3298:1668	#4259:2
#3275:587	#4269:0
#3291:2498	#4271:0
#3264:2830	#4265:0
#3290:2992	#4269:0
#3276:2413	#4350:0
#3270:2582	#4287:0
#3282:2665	#4265:1
#3278:2582	#4354:0
#3260:2579	#4354:0
#3280:2413	#4386:0
#3270:2412	#4398:0
#3283:2662	#4269:0
#3291:2998	#4564:0
#3282:1913	#4386:0
#3271:2912	#4545:0
#3279:1834	#4265:1
#3285:339	#4265:0
#3262:2828	#4462:0
#3294:2081	#4319:0
#3271:416	#4411:0
#3259:919	#4270:0
#3267:2826	#4283:1
#3296:256	#4259:2
#3286:832	#4265:0
#3281:2498	#4265:0
#3277:1999	#4477:0
#3289:1583	#4352:1
#3290:1917	#4412:0
#3281:336	#4541:0
#3277:502	#4279:1
#3288:1419	#4279:0
#3269:7	#4295:1
#3260:2418	#4282:0
#3274:919	#4370:0
#3288:584	#4265:0
#3287:1665	#4265:0
#3265:335	#4405:0
#3268:1996	#4322:0
#3298:172	#4341:0
#3295:250	#4367:0
#3259:3077	#4370:0
#3269:1748	#4265:0
#3287:1580	#4287:0
#3284:1254	#4265:0
#3274:2248	#4260:0
#3289:587	#4486:0
#3291:1418	#4427:0
#3279:1496	#4283:1
#3263:2994	#4264:1
#3297:1498	#4265:0
#3281:754	#4287:0
#3269:1501	#4277:1
#3294:3244	#4264:1
#3277:2829	#4279:1
#3275:922	#4276:0
#3262:1829	#4475:0
#3295:754	#4283:1
#3269:2749	#4283:0
#3298:418	#4305:0
#3280:254	#4348:1
#3264:1005	#4579:0
#3268:2247	#4265:0
#3283:2413	#4341:1
#3274:3	#4341:1
#3266:340	#4264:1
#3297:1251	#4347:1
#3277:2083	#4288:1
#3296:2998	#4265:0
#3298:2499	#4310:0
#3297:2251	#4264:0
#3268:1414	#4284:1
#3274:582	#4274:0
#3289:1248	#4426:0
#3269:418	#4265:0
#3271:672	#4259:2
#3265:1999	#4579:0
#3264:1585	#4269:0
#3281:1164	#4277:1
#3294:3158	#4282:0
#3270:1250	#4379:0
#3278:1582	#4264:0
#3265:584	#4389:0
#3271:2249	#4466:0
#3274:337	#4347:1
#3280:2163	#4348:0
#3267:2496	#4579:0
#3294:583	#4283:0
#3272:2250	#4287:0
#3260:2418	#4559:0
#3265:2660	#4348:0
#3296:1164	#4294:1
#3290:338	#4579:0
#3259:837	#4344:0
#3279:2583	#4481:0
#3278:916	#4370:0
#3268:835	#4286:0
#3298:838	#4259:1
#3275:2497	#4274:0
#3269:582	#4344:1
#3293:1834	#4271:0
#3268:1832	#4348:0
#3271:3075	#4265:0
#3285:1165	#4579:0
#3285:1664	#4272:1
#3266:1170	#4359:1
#3282:2248	#4393:0
#3271:2828	#4341:1
#3263:587	#4370:0
#3278:1669	#4285:0
#3286:172	#4265:0
#3288:86	#4276:1
#3281:1667	#4276:0
#3278:1082	#4579:0
#3260:588	#4355:0
#3269:2002	#4265:0
#3283:1	#4463:0
#3285:754	#4344:1
#3289:90	#4265:1
#3291:250	#4287:0
#3268:2661	#4287:1
#3267:2084	#4579:0
#3261:750	#4383:0
#3272:171	#4264:1
#3268:1420	#4259:2
#3270:1996	#4338:0
#3266:2830	#4265:0
#3281:2660	#4398:0
#3290:3158	#4287:0
#3289:1414	#4370:0
#3296:1333	#4465:1
#3291:2992	#4265:0
#3262:2992	#4270:0
#3266:3075	#4260:1
#3282:1336	#4349:1
#3288:1418	#4272:1
#3265:1248	#4364:0
#3265:752	#4265:0
#3279:588	#4282:0
#3283:1999	#4348:1
#3297:87	#4279:1
#3288:2410	#4489:0
#3287:1501	#4288:1
#3297:1995	#4272:1
#3284:750	#4276:1
#3273:502	#4465:0
#3297:2995	#4287:1
#3288:1750	#4370:0
#3270:2748	#4272:1
#3277:1247	#4269:0
#3282:170	#4271:0
#3262:338	#4301:0
#3288:502	#4273:0
#3269:416	#4265:0
#3297:417	#4265:0
#3279:1667	#4579:0
#3297:1751	#4308:0
#3266:3244	#4287:0
#3271:1835	#4264:1
#3282:2080	#4283:0
#3259:499	#4272:1
#3280:2414	#4426:0
#3293:754	#4271:1
#3287:504	#4579:0
#3268:2165	#4539:0
#3288:3246	#4264:0
#3278:2415	#4579:0
#3265:3078	#4277:1
#3262:3248	#4348:0
#3286:2659	#4370:0
#3284:2168	#4300:0
#3284:1168	#4265:0
#3287:2001	#4272:0
#3269:2830	#4277:1
#3272:417	#4342:0
#3271:1999	#4579:0
#3263:1750	#4467:1
#3292:4	#4270:0
#3271:1417	#4386:0
#3267:753	#4390:0
#3287:421	#4298:0
#3270:2826	#4377:0
#3264:339	#4265:0
#3285:1918	#4363:0
#3278:920	#4549:0
#3282:1247	#4277:1
#3295:1330	#4341:1
#3292:1001	#4354:0
#3293:3077	#4265:0
#3292:503	#4466:0
#3281:2248	#4322:0
#3269:1167	#4265:0
#3265:1330	#4279:1
#3298:1416	#4370:0
#3279:1334	#4269:0
#3298:2494	#4279:1
#3290:3241	#4322:0
#3288:254	#4259:2
#3265:1164	#4340:0
#3260:89	#4297:0
#3266:1335	#4269:0
#3279:2080	#4491:0
#3293:502	#4264:1
#3292:6	#4367:0
#3284:1666	#4284:1
#3265:1248	#4567:0
#3295:90	#4279:0
#3274:1164	#4367:0
#3273:2246	#4491:0
#3263:2746	#4283:0
#3268:2500	#4474:0
#3292:1667	#4370:0
#3277:2994	#4579:0
#3270:2916	#4279:1
#3270:1416	#4287:0
#3266:2163	#4356:0
#3294:1087	#4287:0
#3285:2830	#4292:1
#3288:2494	#4269:0
#3276:1996	#4280:1
#3298:3076	#4393:0
#3295:1662	#4474:0
#3283:5	#4367:0
#3267:1001	#4366:0
#3287:589	#4264:0
#3297:1083	#4265:0
#3262:3162	#4287:0
#3283:422	#4486:0
#3272:2663	#4265:1
#3284:666	#4271:0
#3289:2085	#4297:0
#3285:832	#4550:0
#3291:3241	#4263:2
#3298:1	#4465:1
#3292:2826	#4265:0
#3283:90	#4305:0
#3265:339	#4270:0
#3259:1997	#4264:0
#3273:1500	#4287:0
#3286:917	#4367:0
#3261:3160	#4579:0
#3263:1002	#4288:1
#3287:1750	#4282:0
#3276:1582	#4370:0
#3294:2083	#4541:0
#3285:2246	#4270:0
#3269:419	#4347:1
#3272:167	#4540:0
#3292:1	#4258:0
#3278:1248	#4258:0
#3290:2996	#4265:0
#3274:6	#4489:0
#3278:256	#4367:0
#3260:2166	#4339:1
#3282:2162	#4275:0
#3283:2411	#4367:0
#3277:499	#4264:1
#3262:1081	#4281:1
#3282:168	#4368:0
#3294:3161	#4358:1
#3275:1917	#4283:1
#3272:419	#4367:0
#3273:1166	#4265:1
#3272:2413	#4264:1
#3284:750	#4263:0
#3279:169	#4265:0
#3298:2493	#4265:0
#3259:2994	#4271:0
#3266:3245	#4495:0
#3268:2999	#4308:0
#3288:2249	#4358:1
#3280:2661	#4271:0
#3265:422	#4374:0
#3287:1253	#4265:0
#3281:249	#4264:0
#3264:2911	#4273:0
#3273:1914	#4265:0
#3280:1252	#4341:0
#3284:339	#4370:0
#3298:2412	#4488:0
#3292:3247	#4270:0
#3296:1914	#4475:0
#3261:670	#4264:1
#3291:1335	#4265:0
#3273:2666	#4422:0
#3298:90	#4370:0
#3278:2249	#4550:0
#3278:915	#4466:1
#3277:89	#4346:1
#3281:1917	#4367:0
#3283:1913	#4287:0
#3263:1084	#4263:0
#3296:89	#4380:0
#3266:1914	#4263:0
#3269:1582	#4367:0
#3283:249	#4354:0
#3289:2742	#4370:0
#3293:588	#4272:1
#3273:2827	#4301:0
#3277:751	#4259:2
#3269:1996	#4319:0
#3263:1418	#4272:1
#3287:1167	#4298:0
#3297:666	#4338:1
#3261:1669	#4579:0
#3277:1579	#4543:0
#3273:419	#4289:1
#3263:3081	#4265:0
#3294:1502	#4370:0
#3262:2084	#4287:0
#3274:1169	#4579:0
#3276:2	#4258:0
#3278:2078	#4311:0
#3263:1416	#4258:0
#3271:2916	#4277:1
#3276:3248	#4270:0
#3279:3248	#4287:0
#3265:1580	#4347:1
#3286:168	#4282:0
#3285:2992	#4370:0
#3282:1420	#4287:0
#3283:1337	#4259:0
#3271:2994	#4304:0
#3289:1250	#4263:2
#3292:251	#4352:1
#3263:3078	#4579:0
#3278:2909	#4348:0
#3269:1167	#4579:0
#3293:172	#4260:1
#3278:671	#4265:0
#3277:1337	#4395:0
#3298:2997	#4269:0
#3273:2663	#4272:0
#3270:922	#4263:1
#3266:2161	#4259:2
#3289:3075	#4279:1
#3277:1502	#4287:0
#3264:1996	#4264:1
#3287:3243	#4287:0
#3264:2665	#4275:0
#3278:582	#4265:1
#3263:3162	#4277:1
#3285:2913	#4363:0
#3284:1250	#4419:0
#3297:2163	#4270:0
#3286:1833	#4340:1
#3291:921	#4345:0
#3276:2748	#4489:0
#3268:1912	#4265:0
#3274:2832	#4286:1
#3268:1167	#4264:1
#3279:2164	#4391:0
#3298:1415	#4560:0
#3277:252	#4262:1
#3288:499	#4467:0
#3296:1168	#4404:0
#3282:920	#4263:0
#3273:2992	#4398:0
#3261:2580	#4269:0
#3267:2916	#4265:1
#3286:1	#4358:1
#3267:333	#4269:0
#3278:252	#4579:0
#3267:1247	#4311:0
#3298:1332	#4347:1
#3286:88	#4341:1
#3286:1083	#4463:0
#3280:1584	#4386:0
#3269:1085	#4265:0
#3276:2413	#4259:0
#3260:2334	#4265:0
#3287:1169	#4540:0
#3276:2826	#4265:0
#3280:2167	#4265:0
#3268:2996	#4279:1
#3270:2166	#4272:1
#3261:3	#4287:1
#3261:503	#4265:0
#3259:587	#4277:1
#3265:3080	#4269:0
#3287:917	#4284:1
